,FIPS,POPGROUP,POPGROUP_LABEL,estimated_pop,pred_wght,relative_weight,weighted_average,std_dev_parts_and_actual
1743,36005,34,Cambodian alone in any combination,1245,9.37008895701274,11665.760751480862,,1136.9747732191179
175,48439,34,Cambodian alone in any combination,1253,9.14167887342637,11454.523628403242,,662.6514192385242
3025,53061,34,Cambodian alone in any combination,4327,5.56136405994379,24064.022287376778,,35222.37882296657
3615,27123,34,Cambodian alone in any combination,2124,7.32246367501573,15552.912845733412,,2532.761813925084
117,04013,34,Cambodian alone in any combination,2423,6.70777531571864,16252.939589986265,,7057.621874599385
3847,51041,34,Cambodian alone in any combination,867,7.51534934985264,6515.807886322239,,700.8778344453358
2931,17043,34,Cambodian alone in any combination,725,9.72603098773726,7051.372466109514,,1247.1643966092777
1787,32003,34,Cambodian alone in any combination,2216,6.30364284564558,13968.872545950606,,9873.467120925938
376,06099,34,Cambodian alone in any combination,4576,9.60805142011029,43966.44329842468,,6519.280904348284
1385,48039,34,Cambodian alone in any combination,941,9.3209273281263,8770.992615766849,,773.2091156475328
2232,37119,34,Cambodian alone in any combination,1309,8.54737696345696,11188.516445165162,,23.12709800353028
1596,25025,34,Cambodian alone in any combination,2302,6.84412934191847,15755.185745096318,,5676.567270118287
3797,25009,34,Cambodian alone in any combination,6091,6.15045129368009,37462.39882980543,,31220.767210053873
3630,48085,34,Cambodian alone in any combination,944,8.75024321067156,8260.229590873952,,106.43834963044445
3888,45083,34,Cambodian alone in any combination,1278,7.66962465880193,9801.780313948866,,709.0024155916016
1343,06075,34,Cambodian alone in any combination,1485,7.9258551486833,11769.8948957947,,354.5164400041843
422,29095,34,Cambodian alone in any combination,872,8.30980009122491,7246.145679548121,,9.55104595452251
2196,06013,34,Cambodian alone in any combination,1341,8.44669782001382,11327.021776638534,,1.3939440368173825
3001,49035,34,Cambodian alone in any combination,1795,7.03761323308293,12632.51575338386,,3402.778463816461
4874,13063,34,Cambodian alone in any combination,1136,8.94192603540921,10158.027976224863,,316.06218647226825
1773,42101,34,Cambodian alone in any combination,11060,10.0601304260272,111265.04251186084,,29953.151686268706
451,06085,34,Cambodian alone in any combination,5386,9.52476700749084,51300.39510234567,,6639.799806750089
2329,06077,34,Cambodian alone in any combination,12520,9.17663681807835,114891.49296234094,,7273.097418652812
2822,39035,34,Cambodian alone in any combination,735,10.0917991358324,7417.4723648368135,,2067.9057337754216
2320,39049,34,Cambodian alone in any combination,3285,9.74000598595169,31995.919663851302,,5772.009598076045
1670,06019,34,Cambodian alone in any combination,6718,12.5756997634263,84483.55101069789,,116328.50303240833
2066,44007,34,Cambodian alone in any combination,5462,6.85394833374025,37436.265798889246,,13300.990233231161
1619,41051,34,Cambodian alone in any combination,1390,7.2704340966826,10105.903394388815,,1819.2153609178376
3362,23005,34,Cambodian alone in any combination,870,5.76373845111725,5014.452452472007,,6112.887924426747
77,53033,34,Cambodian alone in any combination,10411,6.00819917603582,62551.36162170892,,60280.48049682984
319,06067,34,Cambodian alone in any combination,3200,9.06530229311215,29008.967337958882,,1355.51938645973
1157,48201,34,Cambodian alone in any combination,4333,9.69979688545933,42029.219904695274,,7158.545145579665
3340,27139,34,Cambodian alone in any combination,1511,6.09754934048088,9213.39705346661,,8111.1391821276475
2536,24031,34,Cambodian alone in any combination,1616,8.82256236656146,14257.26078436332,,269.14499971979825
1137,42045,34,Cambodian alone in any combination,934,10.1338749128143,9465.039168568555,,2761.276218454048
266,06029,34,Cambodian alone in any combination,1538,12.7165061815012,19557.986507148846,,28464.73273451652
4127,53067,34,Cambodian alone in any combination,1525,5.55130600489963,8465.741657471935,,12501.389844685142
1091,42091,34,Cambodian alone in any combination,1017,9.41243017423994,9572.441487202019,,1012.8819459546855
3311,06071,34,Cambodian alone in any combination,5326,8.61698249388515,45894.04876243231,,218.45463455007507
299,27109,34,Cambodian alone in any combination,952,6.50713719711885,6194.794611657146,,3463.2505331901043
2158,06065,34,Cambodian alone in any combination,4974,7.82369547038076,38915.0612696739,,1735.9209852710742
938,26139,34,Cambodian alone in any combination,1223,8.05364209862737,9849.604286621272,,159.2190374899159
726,06097,34,Cambodian alone in any combination,1307,7.39890758693307,9670.372216121523,,1347.961743985724
958,27037,34,Cambodian alone in any combination,1088,6.48278388195267,7053.268863564505,,4059.7201192230687
2651,25017,34,Cambodian alone in any combination,18205,6.47873808499852,117945.42683739806,,68214.26398758216
1065,06037,34,Cambodian alone in any combination,40595,10.0245384042183,406946.13651924185,,105236.96195534483
665,36047,34,Cambodian alone in any combination,699,9.46112269766838,6613.324765670197,,765.7610878904027
1984,25021,34,Cambodian alone in any combination,775,6.50724636525304,5043.115933071106,,2819.025131048028
4218,36065,34,Cambodian alone in any combination,994,6.60382066609048,6564.197742093937,,3258.732921888611
2485,06059,34,Cambodian alone in any combination,9183,9.16850397509893,84194.37200333348,,5221.335220706677
288,27053,34,Cambodian alone in any combination,2748,6.92972786625594,19042.892176471323,,6057.746477022719
1941,48121,34,Cambodian alone in any combination,1546,8.70451626461258,13457.18214509105,,130.07189337455299
41,25027,34,Cambodian alone in any combination,1155,5.74856992257236,6639.598260571075,,8208.530759304183
43,37081,34,Cambodian alone in any combination,1227,8.10161151869551,9940.677333439391,,120.08918072732169
4628,41067,34,Cambodian alone in any combination,2594,7.48369334281022,19412.70053124971,,2247.2358474555035
3184,20173,34,Cambodian alone in any combination,1313,7.78580196530655,10222.7579804475,,518.9067216670843
1969,51059,34,Cambodian alone in any combination,2167,8.53482384337623,18494.96326859629,,31.39596476849026
4709,12103,34,Cambodian alone in any combination,1252,6.92419524860836,8669.092451257666,,2780.5412599878455
2399,06001,34,Cambodian alone in any combination,5176,9.64136846914229,49903.72319628049,,7791.49570951389
3373,42071,34,Cambodian alone in any combination,1043,10.2029291433934,10641.655096559316,,3336.174419447724
829,36081,34,Cambodian alone in any combination,597,9.26689393328259,5532.335678169707,,433.8094552737979
2176,12031,34,Cambodian alone in any combination,1695,6.80005731369965,11526.097146720907,,4417.6544640959055
794,53053,34,Cambodian alone in any combination,6996,5.83119602543934,40795.04739397362,,46685.961983504174
2036,13135,34,Cambodian alone in any combination,2131,8.35386978995953,17802.096522403757,,7.822453958908224
858,51153,34,Cambodian alone in any combination,905,8.00437063124064,7243.955421272779,,152.19447971905518
3972,17031,34,Cambodian alone in any combination,2331,10.794362484756,25161.658951966238,,13202.669534257453
3127,48113,34,Cambodian alone in any combination,2272,9.22988068041192,20970.288905895883,,1510.6892543870426
4700,44003,34,Cambodian alone in any combination,804,6.64183525048448,5340.035541389521,,2526.318579186933
813,25005,34,Cambodian alone in any combination,2580,6.30291735931131,16261.52678702318,,11503.185327451842
1277,51087,34,Cambodian alone in any combination,913,7.73787180569176,7064.676958596577,,417.9415485909897
4503,09001,34,Cambodian alone in any combination,2011,8.02453657924215,16137.343060855965,,305.7480300666845
