,FIPS,POPGROUP,POPGROUP_LABEL,estimated_pop,pred_wght,relative_weight,weighted_average,std_dev_parts_and_actual
2711,40109,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",976,8.07082598973328,7877.126165979681,,186.15112578522627
2075,44007,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",2751,6.85394833374025,18855.211866119425,,7522.338018986384
234,09003,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1803,7.32282137045952,13203.046930938515,,2530.6618868442806
2226,37119,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1748,8.54737696345696,14940.814932122767,,2.7725351389984905
520,20209,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",636,8.45801045535062,5379.294649602994,,1.5609040892891073
3335,06071,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1043,8.61698249388515,8987.512741122211,,12.490219596213743
52,37081,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1362,8.10161151869551,11034.394888463285,,224.43955211312948
2492,06059,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",3544,9.16850397509893,32493.17808775061,,1548.2283672115632
2042,13135,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1838,8.35386978995953,15354.412673945617,,43.40964754221663
257,06029,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",512,12.7165061815012,6510.851164928615,,9070.236107111963
39,25027,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1060,5.74856992257236,6093.484117926701,,8068.6943630488695
3887,45083,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",724,7.66962465880193,5552.808252972597,,508.335110949282
3196,20173,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1478,7.78580196530655,11507.415304723081,,769.9219286413987
5337,27105,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",933,6.77182404481242,6318.111833809988,,2810.8934899551464
2632,25017,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",2297,6.47873808499852,14881.6613812416,,9454.638692864572
292,27053,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",4906,6.92972786625594,33997.24491185164,,12213.61161348466
1304,47037,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",2120,8.73859303838795,18525.817241382454,,113.16663477511229
5373,22045,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",990,8.10764496777717,8026.568518099398,,158.3254755671805
3336,27139,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1015,6.09754934048088,6189.012580588093,,5895.228934928056
2432,06001,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",4492,9.64136846914229,43309.02716338717,,5774.656327593429
5248,19021,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",783,7.384018029615,5781.686117188546,,988.4012747594215
3112,48113,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",2704,9.22988068041192,24957.59735983383,,1410.8400382255268
3518,06107,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",4070,13.1984121638522,53717.537506878456,,89557.01166428346
2218,06013,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",4956,8.44669782001382,41861.834395988495,,18.352526429984003
168,48439,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",5493,9.14167887342637,50215.24205173105,,2208.836026005723
5171,47149,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",4410,8.17837706017425,36066.642835368446,,477.8472726514494
2961,05131,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1753,8.12412104346927,14241.58418920163,,257.72329790091766
2999,49035,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1801,7.03761323308293,12674.741432782357,,3891.4506463380035
1663,06019,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",9544,12.5756997634263,120022.47854214061,,157951.63000068968
3497,17089,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1439,8.93582712703462,12858.655235802818,,263.9421868949647
3022,53061,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1513,5.56136405994379,8414.343822694953,,13132.865209618976
1633,06095,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1286,8.18899763531102,10531.050959009972,,130.4983380147456
1979,51059,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1031,8.53482384337623,8799.403382520894,,0.7668738952378387
1625,41051,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",3874,7.2704340966826,28165.661690548393,,5928.993852602078
411,06007,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1170,7.82909703481818,9160.043530737272,,538.5505240162655
3617,27123,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",911,7.32246367501573,6670.76440793933,,1279.4372208422492
324,06067,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",15279,9.06530229311215,138508.75373646055,,4753.09309211535
3051,53011,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",908,6.61530872551209,6006.7003227649775,,3251.1669090324494
2324,39049,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1790,9.74000598595169,17434.610714853527,,2718.912690211508
2855,48375,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",622,6.67596663971323,4152.451249901629,,2086.62387069167
122,04013,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1726,6.70777531571864,11577.620194930374,,5590.84541015064
1774,42101,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1046,10.0601304260272,10522.89642562445,,2521.386460399927
2151,06065,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",3722,7.82369547038076,29119.79454075719,,1740.6237987599343
3688,55009,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1192,8.17787338506574,9748.02507499836,,129.55518723281426
461,06085,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1892,9.52476700749084,18020.85917817267,,1957.7066820620096
2341,06077,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",4877,9.17663681807835,44754.45776176811,,2183.315944804109
1537,48029,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1151,8.87285395214993,10212.65489892457,,153.59674768473027
4965,17201,43,"Laotian alone or in any combination (442) & (100-299) or (300, A01-Z99) or (400-999)",1405,8.71587923469008,12245.810324739563,,60.97799982237712
